0.856,3.802,1.328,0.824,1.263,3.571,5,A
1.51,5.221,2.015,1.053,1.35,5.029,2,A
0.751,3.664,1.328,0.733,1.337,3.407,4,A
0.808,3.893,1.42,0.916,1.404,3.608,6,A
0.963,4.214,1.603,0.824,1.379,3.99,3,A
1.198,4.58,1.74,1.008,1.31,4.373,2,A
1.168,4.305,1.603,0.962,1.186,4.173,2,A
0.598,3.16,1.237,0.641,1.249,3.061,2,A
1.487,4.992,1.969,1.053,1.253,4.865,2,A
0.856,3.647,1.42,0.824,1.293,3.681,3,A
1.269,4.534,1.74,1.008,1.212,4.464,2,A
1.359,4.855,1.786,1.053,1.297,4.592,3,A
0.965,3.939,1.42,0.916,1.203,3.808,2,A
1.382,4.855,1.878,1.008,1.275,4.683,2,A
1.286,5.038,1.924,0.962,1.476,4.701,2,A
0.917,4.031,1.511,0.87,1.325,3.845,4,A
1.171,4.397,1.557,1.053,1.235,4.136,5,A
1.003,4.351,1.695,0.87,1.412,4.173,2,A
1.267,4.534,1.557,1.099,1.214,4.3,4,A
1.71,5.221,1.924,1.237,1.193,5.011,2,A
3.075,7.42,2.84,1.466,1.339,7.143,2,B
3.363,7.832,2.977,1.603,1.364,7.562,2,B
2.706,6.962,2.702,1.42,1.34,6.76,2,B
2.842,7.099,2.702,1.511,1.326,6.888,2,B
3.608,7.649,2.84,1.557,1.213,7.489,2,B
2.314,6.321,2.473,1.237,1.291,6.159,2,B
2.125,6.595,2.656,1.145,1.531,6.359,2,B
2.301,6.779,2.748,1.099,1.493,6.523,2,B
2.482,6.916,2.84,1.282,1.442,6.742,2,B
3.128,7.832,2.931,1.557,1.467,7.543,2,B
2.643,6.779,2.519,1.511,1.3,6.45,2,B
2.498,6.779,2.656,1.191,1.375,6.541,2,B
2.767,7.053,2.748,1.42,1.345,6.888,2,B
3.065,7.557,2.931,1.374,1.394,7.288,2,B
3.371,7.328,2.611,1.74,1.191,7.143,2,B
2.446,6.504,2.473,1.328,1.293,6.286,2,B
2.48,6.366,2.427,1.374,1.223,6.286,2,B
2.545,6.55,2.382,1.466,1.261,6.377,2,B
2.874,7.191,2.748,1.511,1.346,7.015,2,B
2.358,6.824,2.702,1.099,1.477,6.614,2,B
1.601,4.947,1.786,1.282,1.143,4.774,3,C
1.819,5.221,1.832,1.374,1.121,5.029,2,C
1.21,4.534,1.74,0.962,1.27,4.391,2,C
1.638,4.901,1.649,1.328,1.096,4.774,2,C
1.833,5.221,1.924,1.328,1.112,5.102,2,C
2.031,5.405,1.878,1.42,1.076,5.284,2,C
1.729,5.084,1.786,1.328,1.118,4.92,2,C
1.949,5.359,1.878,1.42,1.102,5.248,2,C
1.72,5.084,1.74,1.328,1.124,4.92,4,C
1.628,4.992,1.74,1.282,1.145,4.81,2,C
1.829,5.221,1.878,1.374,1.115,5.084,2,C
1.919,5.359,1.924,1.374,1.119,5.211,2,C
1.687,5.176,1.832,1.237,1.188,4.956,2,C
1.678,4.992,1.786,1.282,1.111,4.883,2,C
1.687,4.992,1.74,1.237,1.105,4.883,2,C
1.51,4.763,1.695,1.145,1.124,4.646,2,C
1.596,4.992,1.832,1.191,1.168,4.847,2,C
1.743,5.038,1.786,1.328,1.089,4.938,2,C
1.565,4.855,1.74,1.237,1.126,4.719,3,C
1.94,5.359,1.878,1.42,1.107,5.211,2,C
0.648,3.71,1.511,0.641,1.588,3.626,2,D
0.908,4.26,1.74,0.779,1.494,4.118,2,D
0.881,4.397,1.832,0.55,1.641,4.282,2,D
0.474,3.115,1.237,0.55,1.53,3.025,2,D
0.514,3.664,1.511,0.595,1.954,3.553,2,D
0.692,3.847,1.603,0.641,1.599,3.772,2,D
0.657,3.847,1.557,0.55,1.686,3.681,2,D
0.499,3.618,1.466,0.55,1.961,3.48,2,D
0.86,4.26,1.74,0.687,1.578,4.1,2,D
0.623,3.618,1.466,0.55,1.572,3.462,2,D
0.548,3.344,1.42,0.55,1.527,3.316,2,D
0.732,3.939,1.649,0.595,1.585,3.845,2,D
0.499,3.252,1.328,0.504,1.584,3.116,2,D
0.701,3.71,1.557,0.55,1.469,3.681,2,D
0.81,4.351,1.74,0.733,1.749,4.154,2,D
0.703,3.985,1.603,0.641,1.69,3.845,2,D
0.596,3.389,1.42,0.55,1.442,3.371,2,D
0.782,4.534,1.832,0.779,1.965,4.409,2,D
0.669,3.847,1.603,0.595,1.654,3.662,3,D
0.709,3.939,1.695,0.55,1.637,3.936,2,D
1.439,5.038,1.969,0.962,1.319,4.901,2,E
1.557,4.992,1.878,1.145,1.198,4.847,2,E
1.385,4.855,1.832,0.962,1.273,4.701,2,E
1.632,5.313,2.107,1.099,1.294,5.211,2,E
1.267,4.947,1.969,0.916,1.444,4.756,2,E
1.441,4.947,1.832,1.053,1.27,4.774,2,E
1.777,5.405,2.107,1.145,1.23,5.284,2,E
1.737,5.176,1.878,1.191,1.153,5.029,2,E
1.353,4.809,1.924,0.962,1.278,4.774,2,E
1.544,5.038,1.878,1.053,1.23,4.865,2,E
1.353,4.947,1.969,0.916,1.352,4.792,3,E
2.077,5.817,2.107,1.374,1.218,5.63,2,E
1.745,5.313,1.969,1.191,1.21,5.193,2,E
1.611,5.542,2.244,0.962,1.426,5.357,4,E
1.34,4.809,1.924,0.962,1.29,4.719,2,E
1.401,4.809,1.878,0.962,1.234,4.701,2,E
1.632,5.496,2.153,1.099,1.384,5.302,3,E
1.567,5.13,1.924,1.099,1.256,4.993,2,E
1.439,5.176,2.061,1.008,1.392,5.029,2,E
1.408,5.13,2.107,0.962,1.398,4.974,2,E
0.816,3.939,1.511,0.733,1.422,3.717,2,F
0.808,3.939,1.603,0.733,1.437,3.79,2,F
0.845,4.58,1.924,0.687,1.856,4.373,2,F
0.659,3.573,1.511,0.641,1.449,3.498,2,F
0.892,4.122,1.649,0.779,1.425,3.99,2,F
0.587,3.481,1.282,0.595,1.543,3.225,3,F
0.529,3.389,1.42,0.504,1.625,3.298,2,F
0.688,3.573,1.42,0.687,1.387,3.426,2,F
0.644,3.664,1.557,0.641,1.559,3.571,2,F
0.619,3.847,1.603,0.55,1.789,3.626,2,F
0.757,4.031,1.695,0.641,1.604,3.863,2,F
0.812,3.847,1.511,0.687,1.364,3.699,2,F
0.856,4.168,1.695,0.687,1.518,3.99,2,F
0.673,3.481,1.328,0.687,1.346,3.298,2,F
0.795,3.985,1.603,0.687,1.494,3.845,2,F
0.569,3.115,1.191,0.641,1.276,3.006,3,F
0.892,4.031,1.695,0.733,1.363,3.918,2,F
0.919,4.305,1.786,0.779,1.509,4.154,2,F
0.829,3.893,1.557,0.733,1.368,3.735,2,F
0.684,3.71,1.511,0.641,1.505,3.517,3,F
1.401,4.489,1.511,1.191,1.075,4.355,2,G
1.756,5.45,1.878,1.42,1.265,5.175,4,G
1.771,5.221,1.649,1.466,1.152,4.993,3,G
1.613,4.855,1.649,1.282,1.093,4.683,2,G
1.202,4.214,1.42,1.099,1.105,4.082,3,G
1.705,4.947,1.649,1.374,1.073,4.81,2,G
1.993,5.45,1.786,1.42,1.115,5.229,4,G
1.03,3.939,1.282,1.053,1.127,3.735,3,G
1.022,3.939,1.282,1.099,1.136,3.772,2,G
1.901,5.405,1.695,1.42,1.149,5.12,4,G
1.393,4.58,1.74,1.099,1.126,4.446,2,G
1.483,4.763,1.603,1.191,1.144,4.519,3,G
1.395,4.58,1.511,1.237,1.125,4.373,3,G
2.071,5.496,1.786,1.511,1.091,5.339,2,G
1.645,4.947,1.557,1.42,1.113,4.737,2,G
1.655,4.947,1.786,1.282,1.106,4.865,2,G
1.429,4.626,1.603,1.237,1.12,4.501,2,G
1.825,5.038,1.649,1.466,1.04,4.92,2,G
1.64,5.038,1.695,1.282,1.157,4.829,4,G
1.403,4.58,1.511,1.191,1.118,4.355,3,G
0.999,4.214,1.649,0.733,1.33,4.191,2,H
1.716,5.359,1.969,1.099,1.252,5.248,2,H
1.968,5.908,2.061,1.191,1.327,5.612,3,H
0.946,4.26,1.603,0.733,1.434,4.063,3,H
1.156,4.718,1.74,0.824,1.44,4.482,2,H
1.158,4.763,1.878,0.824,1.465,4.646,2,H
1.133,4.718,1.878,0.779,1.469,4.683,2,H
1.712,5.679,2.244,1.008,1.409,5.594,2,H
1.045,4.626,1.786,0.733,1.532,4.446,2,H
1.106,4.58,1.649,0.87,1.419,4.373,2,H
1.177,4.855,1.786,0.824,1.498,4.61,2,H
1.561,5.13,1.832,1.099,1.261,4.883,2,H
1.175,4.763,1.786,0.824,1.445,4.573,2,H
1.082,4.855,1.786,0.87,1.629,4.592,4,H
1.338,4.855,1.786,0.962,1.317,4.701,2,H
1.07,4.397,1.649,0.916,1.352,4.3,2,H
1.347,4.947,1.832,0.962,1.359,4.792,2,H
1.045,4.58,1.74,0.779,1.502,4.373,2,H
1.768,5.542,2.015,1.099,1.299,5.357,2,H
1.315,4.763,1.74,0.962,1.29,4.592,2,H
3.354,7.145,2.519,1.878,1.138,6.906,3,I
3.287,7.191,2.611,1.74,1.176,6.888,3,I
3.47,7.74,2.702,1.649,1.291,7.307,2,I
4.051,7.786,2.611,2.061,1.119,7.489,3,I
2.427,6.092,2.244,1.466,1.143,5.922,2,I
2.312,6.092,2.29,1.42,1.201,5.922,2,I
2.278,5.908,2.061,1.511,1.146,5.649,3,I
2.37,6.137,2.29,1.42,1.188,5.94,2,I
4.147,7.878,2.611,2.198,1.119,7.726,2,I
2.173,5.817,2.061,1.42,1.164,5.557,3,I
2.423,6,2.244,1.466,1.111,5.885,2,I
2.117,5.634,2.061,1.328,1.121,5.539,2,I
3.528,7.695,2.473,1.969,1.255,7.033,4,I
3.04,8.611,2.198,1.969,1.824,6.614,8,I
3.245,7.191,2.656,1.649,1.192,7.033,2,I
3.159,7.053,2.519,1.695,1.178,6.815,3,I
2.851,6.687,2.473,1.557,1.173,6.505,2,I
2.708,6.458,2.244,1.649,1.152,6.195,2,I
5.276,8.702,2.794,2.473,1.074,8.418,2,I
2.847,6.55,2.244,1.74,1.127,6.286,2,I
1.766,5.954,2.473,1.145,1.501,5.703,2,J
2.205,6.366,2.519,1.374,1.375,6.14,3,J
2.471,6.687,2.519,1.557,1.353,6.432,3,J
2.047,6.092,2.519,1.237,1.356,5.995,2,J
2.484,6.87,2.748,1.42,1.421,6.632,3,J
2.647,7.191,2.885,1.466,1.461,6.888,2,J
2.389,6.687,2.565,1.511,1.4,6.396,2,J
2.408,6.595,2.519,1.557,1.351,6.323,2,J
2.824,7.191,2.885,1.511,1.37,6.979,2,J
2.534,6.733,2.611,1.466,1.338,6.505,2,J
2.568,6.504,2.473,1.603,1.232,6.341,2,J
3.688,8.427,3.481,1.74,1.44,8.181,2,J
2.278,6,2.244,1.511,1.182,5.849,2,J
1.951,6.687,2.794,1.099,1.714,6.432,2,J
1.957,5.908,2.382,1.237,1.334,5.721,2,J
1.915,5.954,2.382,1.191,1.384,5.758,2,J
1.94,5.817,2.29,1.282,1.304,5.685,2,J
1.894,5.771,2.198,1.282,1.315,5.521,2,J
2.589,7.191,2.977,1.42,1.494,6.96,2,J
2.454,6.458,2.427,1.557,1.271,6.213,3,J
2.683,6.962,2.702,1.282,1.351,6.778,3,B
2.295,6.321,2.427,1.374,1.302,6.159,2,B
2.683,7.008,2.656,1.374,1.369,6.742,4,B
2.926,7.282,2.611,1.42,1.355,6.96,2,B
3.098,7.374,2.748,1.511,1.313,7.124,3,B
2.37,6.046,2.153,1.328,1.153,5.885,3,B
2.922,7.008,2.748,1.42,1.257,6.888,2,B
2.509,6.824,2.611,1.328,1.388,6.596,3,B
2.924,6.962,2.565,1.603,1.24,6.76,3,B
3.201,7.237,2.702,1.511,1.224,7.124,2,B
3.319,7.328,2.702,1.603,1.21,7.143,2,B
3.157,7.282,2.656,1.511,1.256,7.015,4,B
2.981,7.282,2.702,1.466,1.331,7.033,2,B
3.461,7.786,2.84,1.74,1.31,7.562,2,B
2.568,6.504,2.382,1.374,1.232,6.304,3,B
2.727,7.191,2.794,1.42,1.418,6.96,3,B
3.121,7.649,2.885,1.511,1.402,7.38,2,B
3.589,7.649,2.702,1.832,1.219,7.452,2,B
3.17,7.008,2.473,1.649,1.159,6.906,2,B
3.021,7.557,2.977,1.42,1.414,7.27,3,B
0.749,3.893,1.557,0.687,1.514,3.772,2,D
0.81,3.985,1.649,0.733,1.467,3.899,2,D
0.743,3.847,1.511,0.687,1.491,3.699,2,D
1.064,4.718,1.969,0.733,1.565,4.646,2,D
0.814,4.076,1.649,0.733,1.527,3.954,2,D
0.896,4.168,1.649,0.733,1.45,4.009,2,D
0.803,4.122,1.649,0.687,1.582,3.899,3,D
0.548,3.252,1.328,0.55,1.445,3.134,2,D
0.841,4.214,1.695,0.687,1.579,4.027,3,D
0.801,4.26,1.74,0.595,1.693,4.082,2,D
0.944,4.351,1.74,0.733,1.5,4.173,2,D
0.913,4.489,1.832,0.641,1.651,4.245,3,D
0.799,4.031,1.603,0.641,1.52,3.845,2,D
0.732,3.893,1.649,0.55,1.548,3.826,2,D
0.946,4.26,1.695,0.733,1.434,4.118,2,D
0.787,3.939,1.557,0.687,1.475,3.79,2,D
0.902,4.489,1.832,0.641,1.67,4.3,2,D
0.667,3.71,1.42,0.55,1.543,3.498,6,D
0.827,4.122,1.695,0.687,1.538,4.027,2,D
0.778,3.939,1.649,0.641,1.491,3.881,2,D
1.366,4.901,1.878,1.008,1.315,4.737,4,E
1.361,4.763,1.832,1.053,1.246,4.646,2,E
1.2,4.672,1.832,0.916,1.36,4.446,3,E
1.236,4.718,1.832,0.916,1.347,4.555,2,E
1.601,5.221,2.015,1.008,1.274,5.084,2,E
1.714,5.267,1.924,1.145,1.211,5.065,2,E
1.512,5.084,1.969,0.962,1.278,4.956,2,E
1.437,5.038,1.924,1.008,1.321,4.829,2,E
1.181,4.809,1.924,0.824,1.465,4.628,2,E
1.426,4.901,1.878,1.008,1.259,4.737,2,E
1.275,4.901,1.878,0.962,1.408,4.665,5,E
1.406,4.947,1.878,0.962,1.302,4.774,2,E
1.466,5.221,2.107,0.962,1.391,5.084,2,E
1.229,4.489,1.603,1.053,1.226,4.337,2,E
1.777,5.405,2.015,1.145,1.23,5.211,2,E
1.552,5.176,1.969,1.099,1.291,4.993,2,E
1.632,5.221,1.969,1.099,1.249,5.084,2,E
1.439,4.855,1.832,1.008,1.225,4.737,2,E
1.296,4.992,2.015,0.916,1.438,4.81,2,E
1.605,5.221,2.015,1.099,1.271,5.065,2,E
1.89,5.496,2.015,1.282,1.195,5.284,3,G
2.259,5.771,1.969,1.466,1.102,5.63,3,G
2.522,6,2.061,1.603,1.068,5.867,2,G
2.232,5.817,2.107,1.42,1.134,5.63,3,G
2.261,5.863,2.061,1.511,1.137,5.685,3,G
1.42,4.672,1.649,1.191,1.149,4.501,2,G
2.647,6.412,2.107,1.649,1.162,6.104,5,G
2.368,6,2.061,1.511,1.137,5.794,3,G
2.568,6.229,2.153,1.603,1.13,5.995,3,G
2.35,6.229,2.29,1.42,1.235,5.976,4,G
1.716,5.084,1.695,1.282,1.127,4.883,2,G
2.524,6.183,2.107,1.557,1.133,5.885,5,G
2.324,5.908,1.969,1.603,1.123,5.703,3,G
2.144,5.725,1.878,1.557,1.143,5.466,6,G
2.194,5.634,1.878,1.557,1.082,5.466,2,G
2.052,5.634,1.924,1.42,1.157,5.412,3,G
2.419,6.183,2.107,1.557,1.182,5.904,2,G
2.406,6.092,2.061,1.603,1.153,5.794,3,G
2.289,5.908,2.015,1.557,1.141,5.685,2,G
1.898,5.405,1.832,1.374,1.151,5.193,3,G
1.615,5.679,2.107,1.008,1.493,5.448,2,H
0.871,4.168,1.603,0.733,1.492,4.1,2,H
1.833,5.908,2.153,1.008,1.424,5.63,2,H
1.296,4.718,1.74,1.008,1.284,4.555,2,H
1.433,4.992,1.924,0.962,1.301,4.938,2,H
1.422,5.267,2.015,0.87,1.459,5.12,2,H
1.051,4.351,1.649,0.779,1.347,4.227,2,H
0.986,4.351,1.649,0.779,1.436,4.245,2,H
1.118,4.672,1.786,0.824,1.46,4.482,3,H
0.986,4.214,1.649,0.779,1.347,4.154,2,H
1.364,4.901,1.878,0.962,1.317,4.774,2,H
1.385,5.176,1.924,0.916,1.447,4.974,2,H
0.957,4.534,1.74,0.87,1.608,4.318,2,H
1.017,4.901,1.878,0.779,1.766,4.537,3,H
1.806,5.771,2.107,1.145,1.379,5.557,2,H
1.361,4.855,1.786,1.008,1.295,4.756,2,H
0.934,4.26,1.74,0.641,1.454,4.173,2,H
1.311,5.176,1.969,0.824,1.528,4.92,2,H
1.02,4.443,1.786,0.733,1.448,4.3,2,H
1.047,4.443,1.74,0.824,1.41,4.355,2,H
1.75,5.542,2.153,1.191,1.313,5.284,2,A
1.332,4.489,1.557,1.145,1.131,4.3,2,A
1.294,4.626,1.603,1.145,1.237,4.337,5,A
1.361,4.901,1.878,1.053,1.319,4.683,5,A
0.952,3.985,1.511,0.87,1.247,3.845,2,A
1.288,4.489,1.603,1.099,1.17,4.337,2,A
1.254,4.626,1.603,1.099,1.276,4.282,3,A
0.984,4.076,1.511,0.916,1.263,3.899,3,A
1.586,5.038,1.832,1.099,1.197,4.847,2,A
1.473,4.809,1.832,1.099,1.175,4.683,2,A
0.866,3.573,1.237,0.916,1.102,3.48,2,A
1.485,4.992,1.924,1.099,1.255,4.81,3,A
1.51,4.763,1.649,1.237,1.124,4.573,2,A
1.299,4.489,1.649,1.008,1.16,4.355,2,A
0.978,3.847,1.42,0.962,1.132,3.717,2,A
1.435,4.626,1.649,1.145,1.115,4.464,2,A
0.829,3.756,1.282,0.87,1.273,3.535,2,A
1.16,4.305,1.603,1.053,1.195,4.173,3,A
1.464,4.763,1.695,1.191,1.159,4.61,3,A
1.366,4.763,1.832,1.053,1.243,4.628,2,A
2.123,5.634,1.969,1.511,1.118,5.43,4,C
1.957,5.405,1.878,1.374,1.116,5.266,3,C
2.272,5.863,2.015,1.557,1.131,5.612,5,C
2.243,5.817,2.107,1.511,1.128,5.667,3,C
2.282,5.771,2.061,1.557,1.091,5.685,2,C
2.448,6.092,2.107,1.603,1.134,5.867,3,C
2.538,6.183,2.153,1.649,1.126,5.958,4,C
1.802,5.176,1.832,1.328,1.112,5.011,2,C
1.961,5.725,2.198,1.237,1.25,5.503,5,C
2.647,6.275,2.153,1.74,1.112,6.049,3,C
2.243,6,2.107,1.42,1.201,5.721,3,C
2.012,5.588,1.924,1.511,1.161,5.339,4,C
1.517,5.084,1.969,1.099,1.275,4.901,2,C
2.081,5.679,2.107,1.282,1.159,5.539,3,C
2.016,5.405,1.924,1.374,1.084,5.302,2,C
2.029,5.496,2.015,1.42,1.114,5.393,2,C
2.278,5.908,2.015,1.511,1.146,5.667,4,C
2.444,6.092,2.107,1.603,1.136,5.867,2,C
2.035,5.634,1.969,1.466,1.167,5.412,2,C
0.634,3.481,1.374,0.641,1.43,3.298,3,F
0.808,3.893,1.511,0.824,1.404,3.717,2,F
0.707,3.664,1.42,0.733,1.42,3.498,3,F
0.688,3.618,1.466,0.687,1.423,3.517,2,F
0.845,4.031,1.557,0.687,1.437,3.808,3,F
0.705,3.618,1.466,0.733,1.389,3.48,2,F
0.562,3.252,1.237,0.641,1.407,3.025,2,F
0.669,3.664,1.42,0.687,1.501,3.407,6,F
0.596,3.664,1.466,0.595,1.685,3.426,3,F
0.524,3.344,1.42,0.504,1.594,3.189,3,F
0.768,3.985,1.603,0.687,1.547,3.808,3,F
0.841,3.985,1.511,0.779,1.412,3.754,5,F
0.757,3.664,1.374,0.687,1.326,3.517,2,F
0.785,3.893,1.374,0.824,1.445,3.571,4,F
0.501,3.069,1.191,0.595,1.405,2.952,2,F
0.715,3.664,1.42,0.687,1.404,3.444,3,F
1.21,4.947,2.015,0.87,1.512,4.719,4,F
0.686,3.573,1.466,0.733,1.392,3.48,3,F
0.883,4.031,1.557,0.824,1.376,3.863,2,F
0.699,3.664,1.466,0.641,1.437,3.535,2,F
2.949,7.008,2.565,1.511,1.245,6.687,3,I
3.096,7.282,2.702,1.557,1.281,7.015,3,I
2.937,7.008,2.427,1.695,1.251,6.614,6,I
2.704,6.687,2.427,1.557,1.237,6.45,2,I
2.933,6.962,2.519,1.603,1.236,6.651,5,I
1.999,5.45,1.878,1.42,1.111,5.248,3,I
3.971,8.244,2.84,1.969,1.28,7.671,5,I
3.614,7.649,2.702,1.786,1.211,7.27,5,I
3.56,7.649,2.84,1.74,1.229,7.288,2,I
3.812,9.344,2.611,1.969,1.713,7.525,8,I
3.394,7.466,2.748,1.695,1.228,7.124,4,I
2.616,6.962,2.611,1.42,1.386,6.632,5,I
1.98,5.634,1.878,1.42,1.199,5.302,5,I
2.759,7.191,2.565,1.511,1.402,6.578,7,I
2.996,7.603,2.931,1.466,1.443,7.106,2,I
2.27,6,2.198,1.42,1.186,5.794,3,I
2.662,6.733,2.427,1.603,1.274,6.414,5,I
2.897,6.687,2.473,1.557,1.154,6.468,3,I
2.803,6.962,2.336,1.557,1.293,6.432,9,I
3.245,7.511,2.702,1.695,1.3,7.07,2,I
2.633,6.962,2.748,1.603,1.377,6.705,3,J
2.425,6.55,2.565,1.511,1.323,6.323,5,J
2.026,6.183,2.611,1.191,1.411,5.995,2,J
1.622,5.817,2.244,1.191,1.561,5.448,3,J
2.406,6.962,2.885,1.42,1.507,6.724,2,J
2.062,5.954,2.336,1.374,1.286,5.703,2,J
2.175,6.366,2.565,1.282,1.393,6.122,3,J
3.073,7.649,3.115,1.649,1.424,7.343,2,J
3.203,7.832,3.023,1.786,1.432,7.38,3,J
2.58,7.053,2.931,1.511,1.442,6.833,3,J
1.915,5.863,2.29,1.237,1.342,5.63,3,J
2.551,6.916,2.84,1.42,1.402,6.76,2,J
2.677,7.328,2.885,1.42,1.501,6.96,3,J
2.219,6.092,2.198,1.511,1.25,5.849,3,J
2.305,6.87,2.885,1.328,1.531,6.632,2,J
3.296,8.061,3.206,1.695,1.475,7.726,3,J
2.213,6.458,2.611,1.328,1.409,6.232,2,J
3.239,7.969,3.298,1.557,1.467,7.762,3,J
2.11,6.275,2.565,1.282,1.395,6.068,2,J
